subject;questionType;id;completed;question;answers/0;answers/1;answers/2;answers/3;answers/4;answers/5;answers/6;answers/7;answers/8;answers/9;answers/10;answers/11;answers/12;answers/13;answers/14;answers/15;answers/16;answers/17;answers/18;answers/19;correct/0;correct/1;correct/2;correct/3;correct/4;correct/5;correct/6;correct/7;correct/8;correct/9;correct/10;correct/11;correct/12;correct/13;correct/14;correct/15;correct/16;correct/17;correct/18;correct/19;title/0;title/1;title/2;title/3;title/4;title/5;title/6;title/7;title/8;title/9;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMakroökonomie;MC;1325;false;Aufgabe der Volkswirtschaftlichen Gesamtrechnung ist es, …;... die Rechnungslegung der Unternehmen eines Landes zu Vereinheitlichen.;... das Ausgabegebaren des Staates im jeweils vorangegangenen Rechnungsjahr offenzulegen.;... die in einem Land durch die Wirtschaftstätigkeit während einer Periode neu geschaffenen Werte zu erfassen.;... das so gennannte Volkseinkommen und Sozialprodukt auszuweisen.;... den in einem Land in jedem Zeitpunkt vorhandenen Bestand ökonomischer Werte zu ermitteln.;;;;;;;;;;;;;;;;0;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMakroökonomie;DD;1326;false;Ordne die Erklärungen den richtigen Begriffen zu.;Ein System von Definitionen gesamtwirtschaftlicher Größen und deren empirische Darstellung;Die Empirische Darstellung dieser Größen;Ein System von Definitionen gesamtwirtschaftlicher Größen;;;;;;;;;;;;;;;;;;1;3;2;;;;;;;;;;;;;;;;;;Volkswirtschaftliche Gesamtrechnung (VGR);Kreislaufanalyse;VGR im staatlichen Sinn;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMakroökonomie;MC;1327;false;Nach welchen Wirtschaftsbereichen werden die Beiträge zum Bruttoinlandsprodukt in der Regel statistisch aufgeteilt?;Land- und Forstwirtschaft;Tourismus und Gastronomie;Warenproduzierendes Gewerbe;Handel und Verkehr;Dienstleistungsbereiche;;;;;;;;;;;;;;;;1;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMakroökonomie;SC;1328;false;Wie nennt man den Anteil der Unselbstständigeneinkommen am Volkseinkommen?;Profitquote;Lohnquote;Gehaltsquote;;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMakroökonomie;SC;1329;false;In welchem Zusammenhang stehen Brutto-, Netto- und Ersatzinvestition?;Bruttoinvestition = Nettoinvestition + Ersatzinvestition;Nettoinvestition = Bruttoinvestition + Ersatzinvestition;Bruttoinvestition = nettoinvestition - Ersatzinvestition;;;;;;;;;;;;;;;;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMakroökonomie;DD;1330;false;Ordne die Institutionen des staatlichen Sektors richtig zu.;Arbeitsämter;Lastenausgleichfonds;Stiftung Warentests;Gemeindeverbände;;;;;;;;;;;;;;;;;4;1;2;3;;;;;;;;;;;;;;;;;Gebietskörperschaften;öffentliche Anstalten;Vermögen;Zweckverbände;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMakroökonomie;MC;1331;false;Woraus besteht der Sektor Private Haushalte?;Private Ein- und Mehrpersonenhaushalte;Anstalthaushalte;Private Institutionen ohne Erwerbscharakter;Private Institutionen mit Erwerbscharakter;Zweckverbände;;;;;;;;;;;;;;;;1;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMakroökonomie;MC;1332;false;Wie lauten die beiden Ausgangsfragen der KEYNESschen Analyse?;Wie lässt sich das Volkseinkommen am besten berechnen?;Wie lässt sich das Volkseinkommen bei gesamtwirtschaftlichem Gleichgewicht bestimmen?;Wie ändert sich das Volkseinkommen nach einer autonomen Ausgabenänderung?;Wie ändert sich das Volkseinkommen nach einer autonomen Einkommensänderung?;Warum berechnet man das Volkseinkommen?;;;;;;;;;;;;;;;;0;1;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMakroökonomie;MC;1333;false;Diese beiden Fragen lassen sich  methodisch gesehen nur beantworten ...;... im Rahmen der Volkswirtschaftlichen Gesamtrechnung.;... durch eine noch umfassendere Ex-post-Analyse.;... durch eine Ex-ante-Analyse unter Verwendung des begrifflichen Instrumentariums der VGR.;... weder durch eine Ex-post- noch durch eine Ex-ante-Analyse, sondern nur rein intuitiv.;... sowohl in einem Ex-ante-Grundmodell als auch im Rahmen eines erwiterten Hypothesensystems.;;;;;;;;;;;;;;;;0;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMakroökonomie;MC;1334;false;Der dritte KEYNES-Fall ist dadurch gekennzeichnet, dass die folgenden Größen zu hoch sind um ein Vollbeschäftigungsgleichgewicht zuzulassen:;das Nominallohnniveau;das Preisniveau;das Reallohnniveau;das Zinsniveau;;;;;;;;;;;;;;;;;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMakroökonomie;TQ;1335;false;Wodurch unterscheiden sich Volkswirtschaftliche Gesamtrechnung und Volksvermögensrechenung?;Die Volksvermögensrechnung weist den in einem bestimmten Zeitpunkt vorhandenen;;eines Landes aus, die Volkswirtschaftliche Gesamtrechnung den;;einer Periode.;;;;;;;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;Wertzuwachs;Wertbestand;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMakroökonomie;TQ;1336;false;Was gilt generell als Staatseinkommen?;Die Aufendungen des Staates für zivile und militärische Leistungen. Da diese Leistungen der;;in der Regel ohne ein spezielles;;zur Verfügung gestellt werden, wird der nicht durch marktmäßige;;, sondern nur indirekt über den zur;;erforderlichen Aufwand an Personal- und Sachmitteln erfasst.;;;;;;;;;;;;;3;;4;;2;;1;;;;;;;;;;;;;Leistungserstellung;Leistungsentgelte;Allgemeinheit;Entgelt;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMakroökonomie;TQ;1337;false;Warum ist die Ex-post-Analyse nicht geeignet, die genannten Ausgangsfragen zu beantworten?;Die Ex-post-Analyse vermag nur;;Beziehungen zwischen den makroökonomischen Größen zu klären und Ihre Werte in der Vergangenheit zu ermitteln, während Informationen über;;Abhängigkeiten erwartet werden. Solche Informationen können nur Aussagen über das Verhalten der;;Entscheidungsträger und dessen;;Ergebnisse liefern (Hypothesen).;;;;;;;;;;;;;3;;1;;2;;4;;;;;;;;;;;;;faktische;einzelwirtschaftlichen;definitorische;makroökonomisch relevante;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMakroökonomie;TL;1338;false;Übersetzungsfrage;Real wage level;Interest rate level;Price level;Household;Nominal level;Wage ratio;Property;Authorities;Profit rate;National accounts;;;;;;;;;;;5;3;1;2;4;7;6;9;10;8;;;;;;;;;;;Nominallohnniveu;Preisniveau;Reallohnniveau;Zinsniveau;Haushalt;Vermögen;Lohnquote;Profitquote;Volkswirtschaftliche Gesamtrechnung;Gebietskörperschaft;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMikroökonomie;SC;1339;false;Was ist der primäre Gegenstand der Mikroökonomie?;Die Abstimmung der individuellen Pläne, insbesondere durch Preisbildung, auf den Produkt- und Faktormärkten.;Die Untersuchung des wirtschaftlichen Haushaltes einzelner Unternehmen.;Preisbildung in Abhängigkeit der Produktqualität.;;;;;;;;;;;;;;;;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMikroökonomie;MC;1340;false;Wovon hängt nach geläufigen Hypothesen die von einem Haushalt nachgefragte Menge eines beliebigen Gutes pro Zeiteinheit ab?;Vom Preis des Gutes;Vom Preis anderer Güter;Vom Einkommen;Von der Bedürfnisstruktur;Vom Vermögen des Haushaltes;;;;;;;;;;;;;;;;1;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMikroökonomie;SC;1341;false;Warum können die individuellen Nachfragekurven der Haushalte für ein Gut unterschiedlich sein, obwohl ihre Einkommen und Vermögen sowie die Preise der anderen Güter gleich sind?;Weil das Gut in verschiedenen Zeitintervallen in unterschiedlichen Mengen produziert wird.;Die individuellen Nachfragkurven können nicht verschieden sein.;Weil ihre Bedürfnisse meist verschieden sind.;;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMikroökonomie;MC;1342;false;Welche Einflussfaktoren sind, abgesehen von denen der individuellen Nachfrage, bei der Marktnachfrage zusätzlich von Bedeutung?;Die Verteilung der Einkommen;Die Verteilung der Vermögen;Die größe der anbietenden Unternehmen;Die Zahl der ein bestimmtes Gut Nachfragenden Haushalte;;;;;;;;;;;;;;;;;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMikroökonomie;MC;1343;false;Eine Marktangebotskurve verschiebt sich ceteris paribus nach links, wenn:;die Preise der Produktionsfaktoren fallen.;die Preise anderer Güter steigen.;technische Fortschritte realisiert werden.;Anbieter ausscheiden.;die Anbieter größere Stückgewinne als bisher erzielen wollen.;;;;;;;;;;;;;;;;0;1;0;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMikroökonomie;SC;1344;false;Welches ist die wichtigste Prämisse des Cobweb-Theorems?;Das Angebot reagiert nicht auf Änderungen des Marktpreises.;Das Angebot reagiert ohne Zeitverzögerung auf Änderungen des Marktpreises.;Das Angebot reagiert zeitverzögert auf Änderungen des Marktpreises.;;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMikroökonomie;SC;1345;false;Was drückt die Nachfrageelastizität (Preiselastizität der Nachfrage) aus?;Die Nachfrageelastizität ist ein Änderungsmaß der nachgefragten Menge in Bezug auf die angebotene Menge.;Die Nachfrageelastizität ist ein Änderungsmaß der nachgefragten Menge in Bezug auf den Preis.;Die Nachfragenelastizitäz ist ein Änderungsmaß der angetotenen Menge in Bezug auf die Nachfrage.;;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMikroökonomie;DD;1346;false;Bedürfnisse: Ordne die Begriffe den richtigen Feldern zu.;Hunger;Auto fahren wollen;Bildung;Tanzen;;;;;;;;;;;;;;;;;1;2;3;4;;;;;;;;;;;;;;;;;Existenzbedürfnisse;Wirtschaftliche Bedürfnisse;Kulturelle Bedürfnisse;sonstige Bedürfnisse;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMikroökonomie;SC;1347;false;Wie berechnet man die Wachstumsrate?;Neuer Wert / Alter Wert;(Alter Wert + Veränderung) / Alter Wert;Veränderung / Alter Wert);;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMikroökonomie;DD;1348;false;Zeitanalyse: Ordne die Beschreibungen den richtigen Feldern zu.;Alles auf einen Zeitpunkt bezogen;Vergleich zweier Gleichgewichtszustände;Wirtschaftsablauf in der Zeit;Veränderungen der funktionalen Beziehungen werden berücksichtigt;;;;;;;;;;;;;;;;;2;3;4;1;;;;;;;;;;;;;;;;;evaluatorische;statische;komperativ-statische;dynamische;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMikroökonomie;TQ;1349;false;In welcher Weise geht man bei der Analyse von Konsumgütermärkten vor?;Am Beginn steht eine Analyse der individuellen;;und des individuellen;;die jeweils für einen Markt zusammengefasst werden. Mit Hilfe von;;und -angebot lassen sich Verlauf und Ergebnis der;;beschreiben und erklären.;;;;;;;;;;;;;3;;1;;4;;2;;;;;;;;;;;;;Unternehmensangebots;Preisbildungsprozesse;Haushaltsnachfrage;Marktnachfrage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMikroökonomie;TQ;1350;false;Gleichgewichtsanalyse;Unter Gleichgewicht versteht man einen Zustand, bei dem die;;keine Veranlassung mehr haben, ihr Verhlten zu verändern: Gibt es auf dem Markt c.p. weder;;noch;;, so haben;;und Anbieter keinen Grund mehr, ihr Verhalten zu ändern. Der Markt ist sozusagen geräumt.;;;;;;;;;;;;;2;;1;;3;;4;;;;;;;;;;;;;Nachfrage-;Wirtschaftssubjekte;Angebotsüberschuss;Nachfrager;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMikroökonomie;TQ;1351;false;Was versteht man unter indirekter Preiselastizität der Nachfrage (Kreuzelastizität)?;Im Gegensatz zu den;;eines Gutes (direkte Elastizität) werden;;eines Gutes und Mängenänderung eines zweiten Gutes in Beziehung gesetzt (Kreuzelastizität).;;;;;;;;;;;;;;;;;2;;1;;;;;;;;;;;;;;;;;Preisänderungen;Preis-Mengen-Beziehungen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMikroökonomie;TQ;1352;false;Preisbildung auf dem Gütermarkt (Polypol);Herrscht ein;;, so werden sich die Unternehmen preislich unterbieten, bis der;;erreicht ist, um ihre Produktion verkaufen zu können. Unterhalb des Gleichgewichtspreises herrscht ein;;, d.h. die Unternehmen werden die Preise so lange;;, so lange sie ihre Produkte zu einem höheren Preis als gplant verkaufen können.;;;;;;;;;;;;;3;;4;;2;;1;;;;;;;;;;;;;erhöhen;Nachfrageüberschuss;Überangebot;Gleichgewichtspreis;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
VWLMikroökonomie;TL;1353;false;Übersetzungsfrage;Growth rate;Growth factor;Gross domestic product;Inflation rate;Economic goods;Marginal costs;Marginal utility;Producer surplus;Consumer surplus;Price elasticity;;;;;;;;;;;2;3;1;5;10;4;7;6;9;8;;;;;;;;;;;Brutto-Inlands-Produkt;Wachstumsrate;Wachstumsfaktor;Grenzkosten;Inflationsrate;Grenznutzen;Produzentenrente;Preiselastizität;Konsumentenrente;Wirtschaftliche Güter;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahrnehmungspsychologie;MC;1354;false;Welche der folgenden Begriffe stellen Teilschritte der Wahrnehmung dar?;Interpretation;Anwendung;Auswahl;Aufnahme;Verarbeitung;Reflexion;;;;;;;;;;;;;;;1;0;1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahrnehmungspsychologie;SC;1355;false;Was sagt das Gesetz der Nähe aus?;e näher man am betrachteten Objekt steht, desto besser kann man die Proportionen abschätzen.;Nah aneinander liegende Objekte werden automatisch von unserem Gehirn gruppiert.;Nah aneinander liegende Objekte wirken größer.;;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahrnehmungspsychologie;SC;1356;false;Über wie viele Arten von Mechanorezeptoren verfügt die Haut?;1;3;4;7;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahrnehmungspsychologie;SC;1357;false;Welche der folgenden Aussagen beschreibt die Konsenstheorie am besten?;Eine Aussage ist wahr, wenn sie für die Praxis verständlich und nützlich ist.;Es kann nicht sicher festgestellt werden, ob eine Aussage wahr ist, aber sehr wohl, dass eine bestimmte Aussage falsch ist, nämlich wenn ein Experiment sie widerlegt.;Eine Aussage ist wahr, wenn eine möglicherweise unendlich große Menge von Menschen unter idealen Kommunikationsbedingungen dieser Aussage zustimmen würde.;;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahrnehmungspsychologie;SC;1358;false;Welche Zellen sind für die Reizübertragung im Körper verantwortlich?;Andrenerge Nervenzellen;Neuronen;Hensen-Zellen;Astrozyten;;;;;;;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahrnehmungspsychologie;MC;1359;false;Welche der folgenden Aussagen über Rezeptorzellen sind richtig?;Rezeptorzellen sind Signalwandler.;Rezeptorzellen sind Codierer.;Rezeptorzellen sind Interpreten.;Rezeptorzellen sind Verstärker.;Rezeptorzellen sind Boten.;;;;;;;;;;;;;;;;1;1;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahrnehmungspsychologie;SC;1360;false;Was besagt das Weber-Fechnersche Gesetz?;Die subjektiv empfundene Stärke von Sinneseindrücken ist proportional zum Logarithmus der objektiven Intensität des physikalischen Reizes.;Die subjektiv empfundene Stärke von Sinneseindrücken verhält sich proportional zum Alter der Testpersonen.;Es gibt keine Möglichkeit die subjektiv empfundene Stärke von Sinneseindrücken einzuordnen.;;;;;;;;;;;;;;;;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahrnehmungspsychologie;SC;1361;false;Was besagt die Motorische Theorie der Sprachwahrnehmung?;Die Sprachwahrnehmung hängt mit der Gestik zusammen.;Die Sprachwahrnehmung wird durch Motorik eingeschränkt.;Es gibt enge Verbindungen zwischen den Modulen zur Erzeugung und Wahrnehmung von Sprache.;;;;;;;;;;;;;;;;;;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahrnehmungspsychologie;DD;1362;false;Ordne die folgenden Funktionen in virtuellen Welten in die Kategorien ein.;Rendering;Duftstoffe;Stereo-Graphik;Tastempfinden;Hall-Effekte;Beschleunigungen;Kraftrückkopplung;Stereo-Klang;;;;;;;;;;;;;1;4;1;3;2;3;3;2;;;;;;;;;;;;;Visuell;Akustisch;Haptisch;Olfaktorisch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahrnehmungspsychologie;OD;1363;false;Ordne die folgenden Sinne absteigend nach ihrem Einfluss. ;Schmecken;Riechen;Sehen;Hören;Tasten;;;;;;;;;;;;;;;;4;3;1;2;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahrnehmungspsychologie;SC;1364;false;Welcher ist der älteste Sinn des Menschen?;Geschmackssinn;Geruchssinn;Sehsinn;Hörsinn;Tastsinn;;;;;;;;;;;;;;;;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahrnehmungspsychologie;SC;1365;false;Was demonstriert der sogenannte McGurk-Effekt?;Die Beeinflussung der Wahrnehmung von Sprachsignalen durch unbewusstes Lippenlesen.;Die Beeinflussung der Wahrnehmung von Sprachsignalen durch die Umgebung.;Die Beeinflussung der Wahrnehmung von Gesten durch die Lautstärke der parallel gehörten Sprachsignale.;Keines der drei oberen.;;;;;;;;;;;;;;;;;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;Referentielle Integrität;Isolation;Datenbank;Tabelle;Entität;Primärschlüssel;Künstlicher Schlüssel;Fremdschlüssel;Dauerhaftigkeit;Normalform;;;;;;;;;;;;;;;;
Wahrnehmungspsychologie;MC;1366;false;Welche der folgenden Sinne sind von der Kontextabhängigkeit der Wahrnehmung betroffen?;Sehsinn;Hörsinn;Geschmackssinn;;;;;;;;;;;;;;;;;;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahrnehmungspsychologie;OD;1367;false;Ordne die einzelnen Glieder der Kette des Wahrnehmungsprozesses absteigend nach ihrer Reihenfolge.;Gehirn;Reaktion;Nervensystem;Sinnesorgane;Empfindung;Bewertung;;;;;;;;;;;;;;;3;6;2;1;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wahrnehmungspsychologie;TL;1368;false;Ordne den deutschen Fachbegriffen ihre englischen Übersetzungen zu.;Stimuli;Law of Similarity;Virtual Realities;Perception;Body Sensation;Sensoric Adaption;Object Recognition;Optical Illusion;Binding Problem;Attentiveness;;;;;;;;;;;2;4;3;1;5;10;8;9;6;7;;;;;;;;;;;Wahrnehmung;Reize ;Virtuelle Welten;Gesetz der Ähnlichkeit;Körperempfindung;Bindungsproblem;Aufmerksamkeit;Objekterkennung;Optische Täuschung;Sensorische Anpassung;;;;;;;;;;;;;;;;;;;;;;;;;;
Webprogrammierung;SC;1369;false;Für was steht die Abkürzung HTML?;Hyper Text Markup Language;Hyperlinks and Text Markup Language;Home Tool Markup Language;;;;;;;;;;;;;;;;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Webprogrammierung;SC;1370;false;Jede Webseite basiert auf HTML, man kann somit auch von einer HTML-Seite sprechen.;Richtig;FALSE;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Webprogrammierung;SC;1371;false;HTML beschreibt …;... wie der Inhalt einer Seite dargestellt/formatiert werden soll.;... die Struktur und den Inhalt einer Seite.;... wie eine Webseite erreicht werden kann.;;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Webprogrammierung;SC;1372;false;Was ist der korrekte HTML Code um einen Hyperlink zu erstellen?;<a>http://www.brillianideas.com</a>;"<a name=\""http://www.brillianideas.com\"">brillianIDEAS.com</a>";"<a url=\""http://www.brillianideas.com\"">brillianIDEAS.com</a>";"<a href=\""http://www.brillianideas.com\"">brillianIDEAS</a>";;;;;;;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Webprogrammierung;MC;1373;false;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Webprogrammierung;SC;1374;false;Für was steht die Abkürzung CSS?;Colorful Style Sheets;Creative Style Sheets;Cascading Style Sheets;Computer Style Sheets;;;;;;;;;;;;;;;;;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Webprogrammierung;SC;1375;false;CSS beschreibt ...;… die Struktur einer Webseite.;… wie der Inhalt einer Seite dargestellt/formatiert werden soll.;… den Inhalt einer Webseite.;… die Browserkompatibilität einer Webseite.;;;;;;;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Webprogrammierung;SC;1376;false;An welcher Stelle eines HTML-Dokuments kann man ein externes CSS Style Sheet integrieren?;<body>;<head>;überall;am Ende des Dokuments.;;;;;;;;;;;;;;;;;0;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Webprogrammierung;SC;1377;false;Wie ist das korrekte HTML um ein Texteingabefeld zu erstellen?;"<input type=\""textfield\"">";<textfield>;"<textinput type=\""text\"">";"<input type=\""text\"">";;;;;;;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Webprogrammierung;SC;1378;false;Wie kommentiert man in einem CSS-Dokument?;// this is a comment //;*this is a comment;// this is a comment;/* this is a comment */;;;;;;;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Webprogrammierung;SC;1379;false;Wie ist eine CSS-Regel aufgebaut?;Selektor, Deklaration, Eigenschaft, Wert;Selektor, Eigenschaft, Wert;Variable, Wert;Selektor, Variable, Deklaration, Eigenschaft, Wert;;;;;;;;;;;;;;;;;1;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Webprogrammierung;SC;1380;false;Beachtet JavaScript Groß- und Kleinschreibung?;Ja;Nein;;;;;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Webprogrammierung;SC;1381;false;Mit welchem HTML-Element starten wir JavaScript?;<javascript>;<js>;<scripting>;<script>;;;;;;;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Webprogrammierung;SC;1382;false;"JavaScript verwendet \""loose typing\"". Was bedeutet das?";Variablennamen müssen nicht konkret deklariert werden.;Verwendete Datentypen müssen nicht konkret deklariert werden.;Es besteht eine hohe Toleranz bei Rechtschreibfehlern.;;;;;;;;;;;;;;;;;;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Webprogrammierung;TL;1383;false;Ordne den englischen Begriff dem Deutschen zu.;array;class;window;form;width;height;link;background;color;function;;;;;;;;;;;1;7;3;2;5;4;8;9;10;6;;;;;;;;;;;Feld;Formular;Browserfenster;Höhe;Breite;Funktion;Klasse;Verknüpfung;Hintergrund;Farbe;;;;;;;;;;;;;;;;;;;;;;;;;;
Wirtschaftsinformatik;DD;1384;false;Welche Aussagen treffen auf Normen zu, welche auf Standards? Ordne zu.;Richtlinien;In der Regel von Anwendergruppen oder Herstellern erarbeitet.;Werden empfohlen, sollten eingehalten werden.;Verbindlich ;;;;;;;;;;;;;;;;;1;2;2;1;;;;;;;;;;;;;;;;;Normen;Standards;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wirtschaftsinformatik;SC;1385;false;Was bedeutet die Abkürzung GL im Bezug auf Programmiersprachen?;Generation language;General language;Good language;;;;;;;;;;;;;;;;;;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wirtschaftsinformatik;DD;1386;false;Ordne die Programmiersprachen jeweils der passenden Generation zu.;Maschinensprachen;Höhere Programmiersprachen;Nichtprozedurale Programmiersprachen;KI-Sprachen;Assemblersprachen;;;;;;;;;;;;;;;;1;3;4;5;2;;;;;;;;;;;;;;;;First GL;Second GL;Third GL;Fourth GL;Fifth GL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wirtschaftsinformatik;MC;1387;false;Markiere die wahren Aussagen.;Bei der First GL erfolgt die 1:1 Übersetzung durch den Assembler.;Bei der Third GL erfolgt die 1:1 Übersetzung durch den Compiler.;Bei der Third GL erfolgt die 1:N Übersetzung durch den Compiler/Interpreter.;Die Programmiersprachen LISP und Prolog gehören zu den KI-Sprachen.;HTML ist eine Programmiersprache.;;;;;;;;;;;;;;;;1;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
